video,text
4,that like button and subscribe and I'll
4,see you guys in the next one
5,hi everybody welcome back to my channel
5,before we continue make sure to
5,subscribe and hit the like button it'll
5,really go a long way to grow the channel
5,so today we're gonna be talking about
5,applying to graduate school this is a
5,pretty standard thing across different
5,schools and departments some variations
5,in there but I kind of want to talk
5,about the things that you're gonna have
5,to do and things that I wish that I knew
5,what I applied so there's four things
5,that you're gonna have to really make
5,sure that you get done when you apply to
5,graduate school you need to get your
5,transcripts with your grades you need to
5,take the GRE and sometimes the subject
5,matter GRE you need to write a personal
5,statement and you need to get letters of
5,recommendation and we're gonna talk
5,about all four of those today and then
5,we're gonna go into some common myths
5,about applying to graduate school and
5,what they actually look for so the first
5,one is obvious is your transcript don't
5,think there's a whole lot to say about
5,this you need to get your transcript and
5,send it over to them and show them what
5,classes you took and what your GPA is so
5,we won't really go too much into that
5,well we'll do is talk more about the GRE
5,so there's a general GRE that everybody
5,takes and then there's subject matter G
5,Aires so the way the GRE works is
5,there's a verbal and a logic reasoning
5,section essentially so you're gonna have
5,an English section and a math section
5,and the way this works is everyone
5,applying to graduate school whether
5,you're applying for a biology department
5,a math or engineering department at
5,English departments that ecology
5,department everyone takes the same GRE
5,and then all the scores from that GRE
5,are weighted against each other so for
5,example if you score an 80% on the GRE
5,and math that means out of everyone in
5,all the different departments and all
5,the different areas of study that are
5,taking the GRE you are in the 80th
5,percentile of everybody likewise if
5,you're in the 20th percentile for
5,English that means out of everybody
5,applying you're in the 20th percentile
5,and so why does it matter to keep in
5,mind these percentiles and to keep in
5,mind that everybody takes this
5,so if you're watching this video most
5,likely you're gonna be applying for a
5,basic biology department and if that's
5,the case when you take for example math
5,you're competing against engineers and
5,people that have studied math and so
5,it's very hard to score in the top
5,couple percentile because they've just
5,taken more math than you have in a study
5,math more than you by the time that I
5,took the GRE I had not taken a math
5,class in several years already
5,likewise though if you are an engineer
5,it is very important to score well on
5,the math section because you should have
5,more math than most people taking the
